user_id,food_id,frequency,timestamp
1127,7,14,2024-06-14
664,102,6,2024-03-24
1256,9,10,2024-03-23
1159,146,2,2024-05-10
115,34,16,2024-01-17
1899,18,5,2024-02-08
210,134,6,2024-03-01
189,93,12,2024-03-27
167,106,11,2024-01-18
1009,103,18,2024-01-16
1075,107,13,2024-06-26
318,141,3,2024-02-23
919,41,4,2024-03-07
466,62,2,2024-06-14
1400,143,1,2024-01-14
1317,58,16,2024-01-11
87,57,8,2024-02-09
1955,36,17,2024-03-22
662,100,13,2024-01-05
1045,75,16,2024-01-07
1372,107,18,2024-01-18
83,52,19,2024-01-10
428,59,19,2024-05-05
15,90,3,2024-05-28
1806,95,17,2024-02-12
814,55,5,2024-05-17
16,161,20,2024-03-13
545,143,12,2024-05-10
796,41,7,2024-06-04
525,86,7,2024-03-24
1839,67,13,2024-01-31
1333,74,15,2024-01-08
913,155,17,2024-04-13
420,48,4,2024-01-11
794,28,7,2024-02-21
1556,146,10,2024-06-25
1381,55,19,2024-03-18
740,119,2,2024-06-14
1283,59,19,2024-03-05
445,131,1,2024-03-20
26,56,6,2024-03-26
423,128,13,2024-03-24
938,101,20,2024-02-12
1886,126,16,2024-05-23
1223,74,8,2024-01-20
1263,28,1,2024-01-08
1269,13,1,2024-03-11
1905,1,10,2024-04-23
782,146,6,2024-01-25
110,95,7,2024-06-14
391,109,12,2024-01-20
574,107,1,2024-03-17
1578,9,4,2024-03-18
291,68,15,2024-02-22
247,163,1,2024-05-01
358,4,4,2024-01-23
1485,61,15,2024-05-28
1424,143,9,2024-03-10
47,145,16,2024-01-17
1498,40,7,2024-01-17
815,97,1,2024-01-10
1019,111,15,2024-04-15
359,4,19,2024-01-12
1345,17,9,2024-03-13
1473,123,7,2024-03-09
50,70,7,2024-03-01
1413,115,1,2024-06-15
91,145,14,2024-05-23
1950,126,8,2024-01-13
587,94,3,2024-06-02
753,117,16,2024-05-19
336,96,12,2024-05-21
1108,38,11,2024-06-12
711,105,6,2024-05-28
823,96,15,2024-03-29
1572,75,5,2024-06-21
1540,127,18,2024-04-14
738,111,3,2024-06-03
519,36,11,2024-04-01
1322,120,15,2024-05-18
1765,43,2,2024-03-28
1038,161,5,2024-06-02
700,139,6,2024-05-26
286,53,13,2024-01-21
1687,108,4,2024-05-08
1115,11,17,2024-01-27
1179,2,9,2024-05-20
1362,43,8,2024-06-24
1454,86,16,2024-01-30
667,96,18,2024-04-11
1072,101,8,2024-05-27
720,105,4,2024-02-27
1312,165,15,2024-02-09
1709,49,1,2024-05-09
1639,28,16,2024-02-06
1876,19,10,2024-03-02
1548,104,10,2024-02-23
1110,164,4,2024-02-18
49,5,1,2024-03-16
248,54,6,2024-06-23
147,18,9,2024-04-25
1948,31,14,2024-04-01
1355,104,1,2024-06-27
1224,77,11,2024-04-09
768,54,10,2024-04-19
1269,151,16,2024-06-11
1260,152,2,2024-06-22
1007,9,16,2024-03-22
720,8,9,2024-06-28
970,99,18,2024-01-26
866,151,20,2024-03-30
1944,126,1,2024-04-07
80,125,3,2024-05-01
517,140,3,2024-01-22
503,162,4,2024-04-26
778,87,8,2024-06-03
962,9,11,2024-03-20
1132,116,7,2024-06-06
841,25,1,2024-06-24
263,152,1,2024-05-09
911,18,17,2024-02-16
949,71,19,2024-04-09
1642,138,2,2024-03-05
1200,31,17,2024-05-05
357,116,10,2024-02-11
82,75,20,2024-03-25
874,29,5,2024-01-20
408,124,16,2024-03-04
12,100,6,2024-04-06
90,78,6,2024-02-27
697,150,16,2024-02-28
1462,114,4,2024-01-26
337,36,5,2024-06-03
1153,7,15,2024-05-07
751,111,1,2024-05-14
1839,95,18,2024-01-28
858,122,2,2024-03-12
894,143,14,2024-01-18
134,23,9,2024-06-19
733,122,13,2024-05-09
1883,63,5,2024-01-31
50,42,3,2024-05-26
383,51,15,2024-06-17
1119,96,18,2024-03-08
979,18,6,2024-05-29
847,30,18,2024-01-11
476,52,5,2024-03-17
273,101,1,2024-04-05
123,131,1,2024-01-29
1075,69,19,2024-05-15
19,78,5,2024-03-22
1886,63,16,2024-02-24
387,122,16,2024-05-02
439,26,6,2024-04-09
1133,163,18,2024-01-19
300,33,17,2024-02-07
1764,18,16,2024-05-11
149,145,6,2024-03-04
1284,106,12,2024-02-27
1696,68,14,2024-01-16
1541,111,2,2024-03-23
1599,102,1,2024-02-19
1376,96,13,2024-04-25
1242,58,5,2024-05-02
1260,131,14,2024-06-14
1786,163,6,2024-03-02
1227,134,10,2024-05-07
1584,20,14,2024-06-02
64,107,3,2024-05-23
174,38,2,2024-04-04
569,101,9,2024-04-28
1332,88,10,2024-05-17
1240,84,10,2024-04-30
1048,125,13,2024-06-25
1208,144,20,2024-06-02
1354,147,5,2024-04-30
691,24,16,2024-03-28
1092,133,20,2024-06-10
129,65,9,2024-03-10
1792,74,20,2024-05-11
467,81,11,2024-03-02
1160,49,12,2024-03-19
393,86,17,2024-06-22
843,72,9,2024-06-02
869,49,20,2024-02-05
1643,76,7,2024-06-24
1405,93,18,2024-05-21
658,53,15,2024-05-28
1066,45,4,2024-03-15
1308,64,7,2024-06-02
1618,163,11,2024-02-16
1818,166,16,2024-04-05
504,101,16,2024-03-10
1910,146,15,2024-05-17
700,38,9,2024-06-04
148,65,4,2024-04-06
1666,141,13,2024-01-01
137,49,9,2024-05-06
932,141,19,2024-03-11
1047,146,14,2024-02-20
545,14,14,2024-06-09
1003,153,4,2024-05-01
896,100,11,2024-01-31
287,47,4,2024-04-02
1557,14,2,2024-01-18
569,28,18,2024-05-17
550,33,4,2024-06-24
867,53,2,2024-06-18
1161,16,1,2024-01-29
692,160,9,2024-03-13
881,62,8,2024-02-26
1267,155,19,2024-03-09
1901,142,12,2024-03-01
311,6,18,2024-05-29
649,57,6,2024-04-08
417,139,20,2024-01-05
1955,42,3,2024-05-26
1517,158,9,2024-05-04
256,25,8,2024-04-14
453,62,15,2024-06-05
340,45,8,2024-03-12
220,1,8,2024-06-20
632,112,19,2024-06-02
1740,99,15,2024-02-24
476,26,3,2024-04-14
1460,114,15,2024-02-08
1514,99,20,2024-04-07
48,139,9,2024-02-22
1806,126,14,2024-05-14
702,83,1,2024-05-07
1040,158,13,2024-04-23
1243,53,12,2024-02-06
1441,20,20,2024-06-27
1400,97,6,2024-04-13
425,56,11,2024-03-31
830,71,8,2024-03-15
1841,60,13,2024-06-02
1798,121,1,2024-06-24
1916,145,8,2024-06-14
1429,17,15,2024-01-06
797,147,12,2024-04-02
781,6,16,2024-04-21
1484,115,14,2024-01-23
896,66,12,2024-02-28
552,94,9,2024-05-02
324,44,8,2024-05-29
1321,133,20,2024-05-15
1660,51,2,2024-04-07
747,13,8,2024-01-24
1449,41,3,2024-06-06
1425,142,2,2024-03-05
163,135,9,2024-04-25
306,76,5,2024-04-21
571,48,8,2024-04-14
639,43,17,2024-01-18
475,24,20,2024-01-14
1173,46,10,2024-05-20
964,109,6,2024-03-01
36,51,20,2024-01-20
138,26,9,2024-02-15
1094,32,15,2024-05-21
1559,95,6,2024-02-09
1093,48,8,2024-01-03
667,44,9,2024-05-11
1666,6,17,2024-05-09
1833,15,13,2024-02-04
343,13,16,2024-02-09
1734,34,8,2024-06-04
1709,95,19,2024-03-12
948,63,15,2024-02-14
1455,29,8,2024-02-11
1311,156,2,2024-01-18
773,35,1,2024-03-14
944,136,16,2024-06-22
1545,102,18,2024-05-18
1488,104,17,2024-04-29
1971,166,17,2024-03-31
1611,156,19,2024-04-13
1540,65,17,2024-04-14
342,129,16,2024-02-02
1649,10,7,2024-01-19
1229,95,10,2024-01-30
1238,106,13,2024-04-06
614,96,1,2024-03-21
998,51,1,2024-02-25
892,164,5,2024-04-25
1772,152,5,2024-06-15
1626,78,13,2024-03-03
292,5,8,2024-04-22
518,125,13,2024-04-29
1460,120,12,2024-02-22
949,34,14,2024-01-14
503,38,4,2024-03-16
767,14,12,2024-04-29
1863,99,14,2024-01-20
1226,76,12,2024-05-11
1130,123,2,2024-05-02
139,91,11,2024-02-19
636,130,6,2024-01-03
208,38,18,2024-03-10
123,7,17,2024-02-25
1292,134,12,2024-01-07
919,104,11,2024-06-05
943,89,20,2024-03-24
584,95,2,2024-05-12
1200,32,15,2024-05-04
888,132,2,2024-06-19
1597,141,19,2024-05-09
138,40,13,2024-03-25
1353,113,9,2024-02-06
292,51,3,2024-06-06
787,71,13,2024-02-26
86,12,10,2024-01-04
1953,35,7,2024-04-17
1166,50,14,2024-02-08
875,141,19,2024-03-06
1877,54,1,2024-01-17
335,10,9,2024-05-03
1612,17,8,2024-04-29
1875,43,16,2024-01-30
164,118,11,2024-06-06
1491,96,16,2024-03-07
1182,143,18,2024-03-25
1294,84,17,2024-02-09
1368,151,17,2024-06-23
572,153,8,2024-02-27
1669,6,14,2024-05-03
558,85,17,2024-03-17
1022,104,2,2024-05-31
616,66,4,2024-02-07
1137,58,8,2024-03-04
951,40,4,2024-06-27
1111,130,12,2024-04-15
1521,103,14,2024-05-25
679,77,3,2024-03-03
333,160,16,2024-06-18
136,81,2,2024-04-21
832,111,5,2024-04-16
970,8,11,2024-04-04
243,79,8,2024-05-04
1801,126,13,2024-05-30
439,104,14,2024-03-01
587,63,20,2024-02-12
689,41,20,2024-03-24
1216,97,3,2024-01-26
169,22,1,2024-02-08
1107,110,16,2024-01-24
1914,166,5,2024-01-14
5,121,6,2024-01-09
274,75,12,2024-06-22
1405,92,19,2024-01-23
83,43,10,2024-03-25
205,10,19,2024-01-22
81,158,1,2024-02-19
1617,44,13,2024-05-05
221,69,19,2024-03-15
1261,135,3,2024-06-05
583,36,3,2024-04-28
1242,67,6,2024-06-13
1590,132,4,2024-05-07
1243,58,10,2024-01-09
806,87,6,2024-06-26
969,116,12,2024-05-10
628,76,13,2024-04-17
1653,61,10,2024-06-19
669,54,8,2024-04-28
305,40,2,2024-01-21
121,151,4,2024-02-07
221,115,5,2024-02-08
1481,19,10,2024-03-26
1409,82,19,2024-03-02
1472,124,14,2024-04-14
252,165,18,2024-05-30
620,54,16,2024-06-16
70,94,6,2024-04-10
393,89,3,2024-01-13
65,65,13,2024-02-17
1665,128,15,2024-06-17
1980,102,11,2024-04-25
273,84,14,2024-06-17
645,146,6,2024-01-02
1781,43,9,2024-04-16
191,125,11,2024-02-07
87,36,8,2024-05-11
1237,127,9,2024-02-21
1477,47,14,2024-01-10
1579,3,12,2024-03-28
1639,158,12,2024-03-27
6,27,16,2024-05-08
414,55,5,2024-03-26
1394,130,9,2024-05-15
801,136,19,2024-06-05
1898,157,7,2024-04-21
1577,11,15,2024-05-31
1121,75,18,2024-04-26
92,73,11,2024-01-05
835,151,3,2024-05-01
1699,107,15,2024-06-04
1172,60,11,2024-05-31
457,116,9,2024-03-17
1826,10,8,2024-06-20
1853,149,9,2024-04-11
544,2,17,2024-02-28
84,57,15,2024-03-02
814,1,14,2024-01-13
1964,20,9,2024-05-17
1668,140,14,2024-01-05
1028,164,10,2024-06-02
1359,14,16,2024-05-28
438,137,18,2024-03-14
1597,30,8,2024-04-09
1149,85,6,2024-05-19
1344,52,1,2024-06-24
880,21,11,2024-06-14
503,123,1,2024-01-26
266,67,6,2024-06-17
599,66,14,2024-02-11
1856,110,7,2024-02-11
741,25,10,2024-03-20
1111,141,3,2024-01-20
319,32,1,2024-03-02
136,70,6,2024-01-30
1567,116,11,2024-02-01
1025,137,15,2024-05-10
251,124,20,2024-03-12
1609,22,12,2024-01-24
724,46,13,2024-02-18
1117,65,1,2024-06-07
1648,23,3,2024-02-11
299,88,6,2024-05-13
1670,137,7,2024-05-02
1894,162,12,2024-01-08
697,100,14,2024-01-27
1654,132,13,2024-02-24
344,49,20,2024-06-12
991,151,3,2024-02-28
1710,127,18,2024-04-27
794,83,12,2024-02-20
1844,11,2,2024-04-25
386,1,19,2024-03-31
36,96,11,2024-04-16
1536,2,11,2024-04-28
175,35,4,2024-06-01
1067,144,4,2024-05-31
279,122,16,2024-05-21
1130,88,4,2024-06-08
1661,9,11,2024-03-03
640,138,14,2024-03-16
80,28,2,2024-03-17
1362,36,9,2024-04-07
314,72,11,2024-04-15
153,136,12,2024-01-20
1021,79,10,2024-04-14
47,7,10,2024-03-24
379,24,5,2024-05-14
1235,154,4,2024-04-02
233,25,9,2024-03-26
652,32,6,2024-05-27
435,150,3,2024-02-29
101,71,10,2024-05-20
1546,139,3,2024-05-20
1916,148,18,2024-03-17
1857,142,10,2024-01-26
1834,104,2,2024-03-20
1882,108,3,2024-06-17
683,69,2,2024-02-05
141,25,19,2024-01-02
219,123,2,2024-04-30
1658,93,13,2024-05-18
219,68,6,2024-05-31
1925,144,8,2024-01-21
685,44,6,2024-06-15
1881,146,4,2024-06-10
1664,5,16,2024-02-25
1493,33,6,2024-06-23
1044,62,14,2024-01-02
1396,134,9,2024-05-27
1628,49,16,2024-05-20
488,16,14,2024-02-24
1256,100,7,2024-05-15
600,89,5,2024-04-13
1995,152,14,2024-05-28
590,69,8,2024-06-06
1754,32,14,2024-03-06
1328,155,16,2024-01-01
235,104,19,2024-02-18
1530,65,5,2024-05-27
378,165,19,2024-01-31
1981,64,5,2024-01-11
473,64,2,2024-01-19
1401,102,5,2024-02-25
567,29,19,2024-01-01
1335,54,4,2024-06-27
29,106,4,2024-03-28
423,115,5,2024-02-07
1484,166,4,2024-04-04
666,106,13,2024-06-17
1063,71,15,2024-06-18
413,163,5,2024-02-22
798,91,7,2024-06-19
1758,63,16,2024-05-05
1944,71,14,2024-01-13
517,1,14,2024-04-28
325,16,2,2024-04-27
1074,75,7,2024-04-15
227,74,5,2024-03-13
573,46,14,2024-01-04
970,136,3,2024-05-30
931,90,10,2024-06-13
460,116,7,2024-06-25
1770,71,16,2024-04-09
553,42,16,2024-02-26
898,35,1,2024-03-01
1322,125,13,2024-02-26
1943,142,17,2024-06-13
1913,38,4,2024-03-09
1478,95,17,2024-03-06
1413,26,9,2024-06-17
1058,80,13,2024-01-06
129,146,4,2024-03-02
1841,73,9,2024-03-03
1552,143,20,2024-05-27
1637,136,6,2024-06-09
1018,136,1,2024-02-08
1964,6,11,2024-06-25
1577,142,14,2024-05-25
699,1,16,2024-02-19
384,28,10,2024-04-18
515,70,19,2024-02-21
1288,103,20,2024-05-24
1156,92,4,2024-04-07
967,160,7,2024-03-03
666,12,11,2024-04-01
966,62,18,2024-03-26
1010,59,14,2024-05-23
34,20,4,2024-05-24
1835,36,8,2024-04-15
1775,12,7,2024-04-29
845,137,3,2024-01-27
1395,141,15,2024-02-04
453,55,7,2024-04-04
199,10,9,2024-01-03
1881,151,14,2024-01-31
575,165,19,2024-04-25
1830,54,3,2024-03-28
1892,61,20,2024-01-31
192,65,20,2024-05-17
1529,162,8,2024-01-12
975,71,18,2024-02-12
1347,2,16,2024-02-25
1630,106,11,2024-01-26
182,129,19,2024-02-28
1895,148,9,2024-01-01
875,90,12,2024-04-25
1140,43,1,2024-01-25
1285,147,1,2024-06-19
564,50,6,2024-02-10
480,12,6,2024-02-20
1695,54,7,2024-02-03
605,118,2,2024-06-18
921,58,20,2024-02-04
65,31,7,2024-04-03
1285,77,14,2024-02-09
1409,17,6,2024-05-01
775,2,6,2024-04-05
72,137,6,2024-06-24
1727,108,4,2024-01-22
1566,41,7,2024-01-19
315,107,4,2024-04-21
470,43,9,2024-05-13
1462,143,17,2024-05-31
1842,150,11,2024-04-25
323,153,18,2024-06-18
1162,56,15,2024-04-18
353,157,15,2024-03-12
647,67,20,2024-02-24
1897,6,7,2024-04-13
606,97,18,2024-04-29
1900,24,19,2024-01-30
1632,33,2,2024-02-28
1510,137,4,2024-05-23
982,102,19,2024-02-04
109,133,6,2024-05-17
1794,60,5,2024-03-02
1860,13,17,2024-06-04
1114,19,8,2024-05-17
1132,22,11,2024-05-14
1101,24,9,2024-03-07
681,141,5,2024-02-15
91,110,16,2024-02-22
287,57,3,2024-05-12
303,160,15,2024-01-19
865,163,18,2024-01-21
1511,83,15,2024-02-12
1396,71,11,2024-01-08
68,3,1,2024-06-19
1415,7,1,2024-01-22
661,43,19,2024-01-21
170,49,16,2024-01-26
900,138,12,2024-01-15
1613,162,20,2024-01-07
1473,39,12,2024-03-21
777,30,17,2024-06-14
594,75,9,2024-02-10
175,140,5,2024-06-02
1369,148,18,2024-05-02
589,126,17,2024-01-20
309,45,10,2024-05-08
1274,11,11,2024-04-07
961,11,17,2024-04-21
958,7,2,2024-06-02
101,1,9,2024-03-03
774,89,11,2024-01-23
741,133,9,2024-05-15
308,104,13,2024-05-24
252,61,14,2024-02-08
1634,69,17,2024-02-28
659,95,2,2024-04-03
636,44,19,2024-04-06
1495,11,18,2024-01-11
1281,121,2,2024-04-14
426,62,14,2024-06-03
1754,158,18,2024-04-27
1266,91,1,2024-06-08
1595,163,17,2024-02-17
258,17,2,2024-03-09
1643,13,4,2024-04-10
518,136,4,2024-05-22
1875,136,1,2024-03-07
1282,67,6,2024-05-20
1943,122,16,2024-03-04
1057,50,13,2024-02-18
1083,166,3,2024-04-12
549,63,5,2024-06-21
135,37,13,2024-06-07
1389,76,6,2024-05-13
1171,166,10,2024-04-14
610,41,1,2024-03-03
1802,108,5,2024-04-04
1480,136,14,2024-02-24
214,80,9,2024-01-22
947,11,13,2024-03-15
1937,162,13,2024-02-10
727,96,10,2024-01-11
383,104,8,2024-06-21
756,88,18,2024-06-23
383,76,7,2024-01-06
1370,22,16,2024-04-06
631,106,9,2024-03-15
1051,148,17,2024-05-09
1877,6,8,2024-01-28
755,62,18,2024-06-27
1026,133,6,2024-03-11
680,35,15,2024-06-05
1704,16,11,2024-01-10
594,164,2,2024-03-15
490,53,7,2024-02-23
1987,91,7,2024-05-14
528,151,11,2024-02-01
809,57,5,2024-01-27
185,25,20,2024-04-26
1078,120,4,2024-05-19
99,156,7,2024-03-02
1216,24,7,2024-05-06
444,35,13,2024-06-13
662,58,2,2024-04-14
1751,9,3,2024-01-22
1881,157,17,2024-05-07
1554,84,13,2024-01-25
946,129,14,2024-05-21
1476,135,1,2024-01-03
1867,48,7,2024-01-07
1661,8,19,2024-01-28
686,107,4,2024-05-20
262,153,17,2024-01-04
501,97,11,2024-04-30
1305,128,9,2024-03-13
1686,153,4,2024-04-16
1878,1,20,2024-06-23
438,101,12,2024-06-05
1623,89,5,2024-01-15
157,80,20,2024-01-19
1656,32,17,2024-06-12
1581,148,10,2024-01-28
1105,75,8,2024-02-29
814,136,16,2024-03-28
1717,7,19,2024-02-05
1550,105,7,2024-02-13
1670,41,7,2024-06-04
1233,130,5,2024-01-19
492,116,9,2024-03-26
692,108,3,2024-01-24
523,10,10,2024-02-03
1065,138,14,2024-01-11
1699,94,1,2024-03-27
487,127,13,2024-04-19
892,12,17,2024-06-26
197,30,5,2024-04-19
1599,5,2,2024-02-19
1792,15,17,2024-02-22
740,100,13,2024-06-04
182,7,13,2024-02-09
1403,117,3,2024-03-23
1926,55,4,2024-02-14
1573,56,9,2024-03-28
729,14,14,2024-05-10
1127,47,14,2024-05-26
223,125,16,2024-04-18
1563,144,5,2024-06-08
432,135,9,2024-03-15
1536,11,4,2024-03-02
623,142,1,2024-05-15
917,50,11,2024-03-17
487,123,18,2024-05-15
280,105,2,2024-02-24
479,166,12,2024-06-06
1483,32,2,2024-01-27
1367,95,15,2024-06-25
1422,5,20,2024-01-13
1040,95,19,2024-05-28
1450,17,10,2024-03-14
1176,47,1,2024-04-25
523,150,6,2024-04-13
1549,154,19,2024-06-08
1931,161,14,2024-06-08
1173,97,10,2024-05-21
1315,155,20,2024-06-22
1390,117,3,2024-05-13
606,38,18,2024-04-03
1187,99,19,2024-03-04
301,85,19,2024-01-27
603,6,17,2024-03-20
1167,159,7,2024-02-14
1824,49,4,2024-02-17
1719,58,10,2024-02-06
1590,111,13,2024-05-24
1147,15,14,2024-06-08
1433,6,18,2024-05-01
318,102,4,2024-04-27
1565,107,1,2024-06-13
906,45,7,2024-03-20
1151,59,17,2024-06-04
452,84,20,2024-04-02
1332,63,17,2024-02-05
1347,144,1,2024-03-13
1696,1,12,2024-04-14
1818,31,5,2024-06-26
1160,157,14,2024-03-28
62,141,5,2024-04-13
1210,92,18,2024-06-22
301,112,9,2024-01-24
1605,141,13,2024-05-26
775,89,14,2024-06-10
150,56,1,2024-05-23
987,110,4,2024-06-21
1702,38,7,2024-05-15
643,147,11,2024-01-31
516,50,9,2024-04-12
1109,39,8,2024-05-30
1631,80,17,2024-03-10
1283,11,1,2024-02-12
980,58,1,2024-01-02
1368,132,14,2024-06-02
801,100,3,2024-01-15
240,100,17,2024-02-21
154,21,7,2024-06-05
686,7,2,2024-01-17
769,136,2,2024-06-05
1328,72,3,2024-03-16
1290,156,3,2024-03-23
112,117,14,2024-02-15
1768,162,17,2024-02-20
1786,150,15,2024-06-13
843,161,5,2024-01-13
1495,95,8,2024-06-12
574,70,1,2024-05-06
903,114,20,2024-03-13
801,42,2,2024-04-24
1814,36,13,2024-04-15
1376,34,20,2024-02-05
706,5,18,2024-01-24
1528,126,16,2024-04-08
1891,13,6,2024-05-24
1433,155,3,2024-03-08
47,102,17,2024-06-21
1093,68,3,2024-02-19
407,52,15,2024-02-29
183,34,11,2024-04-01
1465,44,7,2024-03-29
1876,103,4,2024-04-29
1116,21,15,2024-01-03
420,43,4,2024-01-21
1235,42,1,2024-04-07
231,57,14,2024-03-01
1690,132,11,2024-02-03
958,127,18,2024-05-26
2000,89,13,2024-02-01
390,56,15,2024-01-20
1826,140,10,2024-03-19
542,152,2,2024-02-13
1771,149,11,2024-01-13
289,102,10,2024-05-10
89,25,14,2024-03-11
584,14,8,2024-04-25
420,65,4,2024-04-11
964,137,4,2024-02-06
1854,119,16,2024-06-19
1052,44,6,2024-01-20
29,42,3,2024-05-05
1832,151,18,2024-02-16
210,161,7,2024-03-07
1064,108,6,2024-05-26
1119,88,16,2024-06-24
1243,113,8,2024-04-19
1775,60,18,2024-03-03
1796,30,17,2024-02-15
1114,82,14,2024-01-08
694,59,19,2024-04-25
1966,6,16,2024-06-28
1206,140,14,2024-04-13
1395,31,15,2024-05-02
1434,16,13,2024-05-07
484,104,17,2024-02-07
1762,4,12,2024-01-01
771,139,5,2024-01-22
1350,44,6,2024-02-27
1289,90,11,2024-06-21
327,23,13,2024-06-22
1789,94,1,2024-03-26
1105,115,4,2024-06-24
543,104,19,2024-02-08
1501,19,17,2024-06-15
1578,45,3,2024-05-26
285,84,19,2024-04-11
1985,117,20,2024-01-11
1142,152,18,2024-06-23
550,61,14,2024-06-08
1248,139,10,2024-05-19
1778,5,6,2024-02-02
1828,10,11,2024-01-09
1949,155,8,2024-06-18
1724,139,14,2024-06-02
1468,65,17,2024-03-15
1328,34,10,2024-06-04
692,157,17,2024-05-21
1290,17,3,2024-03-13
711,116,18,2024-05-09
938,10,15,2024-01-24
732,46,8,2024-05-19
823,115,13,2024-05-02
402,139,6,2024-01-07
1913,158,15,2024-03-11
780,20,20,2024-01-17
1474,161,15,2024-05-06
1251,137,16,2024-04-08
1110,39,20,2024-05-27
1875,112,17,2024-05-07
1472,40,5,2024-03-22
1058,148,7,2024-05-06
1536,10,18,2024-03-22
1396,135,1,2024-04-12
1318,48,8,2024-04-04
107,69,1,2024-06-18
1833,93,13,2024-04-07
1491,159,11,2024-06-24
936,146,2,2024-01-08
1379,32,6,2024-03-12
1843,139,6,2024-03-28
1746,96,9,2024-03-05
374,135,13,2024-04-27
1216,101,7,2024-02-05
723,157,10,2024-02-17
1308,64,5,2024-06-23
1091,148,9,2024-04-10
1701,57,7,2024-05-19
1968,147,4,2024-03-28
830,43,9,2024-01-21
1402,84,6,2024-05-16
1560,87,16,2024-02-15
1872,88,13,2024-02-12
1984,148,6,2024-04-13
1938,151,8,2024-06-26
456,88,17,2024-06-04
1601,95,4,2024-02-27
1763,130,4,2024-05-23
1456,101,12,2024-04-03
53,166,16,2024-05-12
539,99,18,2024-03-24
33,157,11,2024-05-04
1584,74,9,2024-02-27
16,50,10,2024-06-09
1277,31,17,2024-05-27
153,29,16,2024-06-02
992,43,2,2024-02-20
1069,86,19,2024-03-01
552,10,3,2024-04-03
431,101,10,2024-01-23
667,76,15,2024-01-28
670,84,7,2024-01-28
444,45,12,2024-06-07
1815,55,14,2024-05-01
1491,135,4,2024-03-01
1636,110,15,2024-03-22
94,5,20,2024-03-09
1952,39,4,2024-03-13
1947,23,2,2024-03-31
364,117,13,2024-06-06
1084,32,19,2024-05-14
969,144,2,2024-06-03
1501,34,16,2024-01-02
557,93,5,2024-03-01
1730,132,17,2024-05-22
1755,90,13,2024-02-11
1824,36,11,2024-05-22
1658,110,14,2024-01-15
1957,84,19,2024-05-09
851,116,18,2024-04-23
573,77,6,2024-02-05
1010,87,17,2024-03-27
