user_id,food_id,frequency,timestamp
1692,86,17,2024-06-22
843,72,9,2024-06-02
869,172,7,2024-06-05
1824,202,5,2024-06-25
605,49,12,2024-05-18
1133,83,7,2024-04-28
1192,134,6,2024-01-31
1484,186,10,2024-06-12
506,53,20,2024-06-11
1701,87,6,2024-06-14
1659,128,12,2024-03-03
803,124,9,2024-05-25
941,138,11,2024-02-07
522,156,3,2024-03-05
255,97,18,2024-04-10
7,18,7,2024-03-06
1901,127,15,2024-05-20
1196,211,9,2024-05-10
1163,108,7,2024-03-09
105,110,16,2024-06-01
222,122,14,2024-04-09
642,31,5,2024-02-16
252,93,2,2024-01-11
1736,18,9,2024-01-28
1124,138,9,2024-02-02
1606,25,14,2024-02-22
82,170,19,2024-01-16
21,29,11,2024-06-08
1474,71,10,2024-04-20
493,60,8,2024-06-07
1237,147,9,2024-05-21
725,61,5,2024-01-06
1134,150,11,2024-02-26
352,207,13,2024-02-22
1110,158,1,2024-02-11
187,147,20,2024-03-10
1658,125,4,2024-01-25
505,105,8,2024-03-02
942,157,6,2024-02-14
1880,57,9,2024-01-28
7,62,10,2024-04-21
1188,154,13,2024-04-24
438,60,4,2024-01-21
837,183,15,2024-04-23
308,190,13,2024-06-06
1538,98,1,2024-05-18
1567,70,7,2024-06-21
1007,112,17,2024-03-28
660,6,16,2024-05-09
1261,100,15,2024-06-04
421,96,5,2024-06-29
159,154,13,2024-02-13
1614,104,7,2024-02-25
644,91,13,2024-03-11
510,184,10,2024-02-29
778,154,16,2024-01-07
1406,145,8,2024-06-14
1429,17,15,2024-01-06
797,147,12,2024-04-02
781,6,16,2024-04-21
1484,115,14,2024-01-23
896,66,12,2024-02-28
552,94,9,2024-05-02
324,44,8,2024-05-29
1321,133,20,2024-05-15
1660,51,2,2024-04-07
747,13,8,2024-01-24
1449,41,3,2024-06-06
1425,142,2,2024-03-05
163,135,9,2024-04-25
306,76,5,2024-04-21
571,48,8,2024-04-14
639,43,17,2024-01-18
475,24,20,2024-01-14
1173,168,6,2024-03-14
1123,121,14,2024-02-12
484,5,7,2024-06-03
1460,20,3,2024-01-26
552,210,6,2024-05-16
255,200,15,2024-05-21
1559,95,6,2024-02-09
1093,48,8,2024-01-03
667,44,9,2024-05-11
1666,6,17,2024-05-09
1833,15,13,2024-02-04
343,13,16,2024-02-09
1734,34,8,2024-06-04
1709,95,19,2024-03-12
948,63,15,2024-02-14
1455,29,8,2024-02-11
1311,156,2,2024-01-18
773,35,1,2024-03-14
944,136,16,2024-06-22
1545,102,18,2024-05-18
1488,104,17,2024-04-29
1971,166,17,2024-03-31
1611,156,19,2024-04-13
1540,65,17,2024-04-14
342,129,16,2024-02-02
1649,10,7,2024-01-19
1229,95,10,2024-01-30
1238,106,13,2024-04-06
614,96,1,2024-03-21
998,51,1,2024-02-25
892,199,5,2024-04-25
1772,152,5,2024-06-15
1626,78,13,2024-03-03
292,5,8,2024-04-22
518,125,13,2024-04-29
1460,120,12,2024-02-22
949,34,14,2024-01-14
503,38,4,2024-03-16
767,14,12,2024-04-29
1863,99,14,2024-01-20
1226,76,12,2024-05-11
1130,123,2,2024-05-02
139,91,11,2024-02-19
636,130,6,2024-01-03
208,38,18,2024-03-10
123,7,17,2024-02-25
1292,134,12,2024-01-07
919,104,11,2024-06-05
943,89,20,2024-03-24
584,95,2,2024-05-12
1200,32,15,2024-05-04
888,196,17,2024-01-10
1365,200,18,2024-05-24
1037,18,5,2024-04-06
677,170,15,2024-06-11
548,37,5,2024-02-20
191,158,13,2024-03-11
808,57,2,2024-01-12
621,4,5,2024-02-19
857,146,7,2024-04-16
1638,212,5,2024-04-19
1121,146,9,2024-02-23
2,17,6,2024-01-10
544,187,16,2024-01-17
449,120,6,2024-06-21
1011,30,3,2024-06-20
942,208,11,2024-06-06
1491,96,16,2024-03-07
1182,143,18,2024-03-25
1294,171,11,2024-05-14
319,171,19,2024-05-13
1398,72,20,2024-03-03
464,209,1,2024-04-21
990,70,11,2024-05-10
616,128,13,2024-01-14
1950,152,10,2024-03-06
219,211,5,2024-05-22
458,201,8,2024-03-04
951,40,4,2024-06-27
1111,130,12,2024-04-15
1521,103,14,2024-05-25
679,77,3,2024-03-03
333,160,16,2024-06-18
136,199,11,2024-01-15
893,104,14,2024-02-09
849,122,1,2024-03-26
1921,95,4,2024-03-19
483,125,16,2024-04-11
1206,55,13,2024-04-20
1740,61,10,2024-03-03
1251,206,6,2024-03-27
327,154,11,2024-05-31
772,22,4,2024-01-22
169,204,1,2024-02-08
1107,110,16,2024-01-24
1914,204,5,2024-01-14
5,121,6,2024-01-09
274,75,12,2024-06-22
1405,212,12,2024-06-19
1172,23,2,2024-02-12
1829,80,11,2024-01-26
80,150,3,2024-01-11
1259,1,7,2024-02-13
1838,101,16,2024-01-28
548,152,10,2024-06-06
1714,135,3,2024-06-05
583,36,3,2024-04-28
1242,67,6,2024-06-13
1590,180,17,2024-01-25
1017,156,8,2024-06-25
582,9,13,2024-03-27
1362,42,16,2024-04-25
735,131,10,2024-03-16
1339,181,13,2024-04-17
1653,61,10,2024-06-19
669,54,8,2024-04-28
305,181,5,2024-01-10
163,16,19,2024-01-31
303,28,15,2024-02-02
306,186,3,2024-03-13
1578,86,11,2024-05-28
490,184,16,2024-04-21
840,32,18,2024-05-30
620,182,7,2024-05-01
1344,9,12,2024-02-10
801,50,12,2024-01-17
101,9,9,2024-04-09
383,209,16,2024-04-28
1349,102,11,2024-04-25
273,209,11,2024-04-18
1349,81,19,2024-06-28
377,2,6,2024-03-05
852,24,16,2024-03-26
304,11,5,2024-03-02
1051,155,16,2024-03-12
1859,52,6,2024-04-16
79,198,1,2024-06-10
739,183,11,2024-06-06
764,87,1,2024-01-27
989,198,17,2024-02-21
433,38,11,2024-06-23
1349,189,17,2024-03-11
1088,101,17,2024-05-31
1255,157,7,2024-04-21
1577,188,2,2024-04-26
1975,185,19,2024-05-20
595,138,15,2024-01-12
583,86,1,2024-04-14
1207,161,3,2024-05-01
1699,107,15,2024-06-04
1172,60,11,2024-05-31
457,116,9,2024-03-17
1826,167,2,2024-02-28
1369,149,9,2024-04-11
544,2,17,2024-02-28
84,57,15,2024-03-02
814,1,14,2024-01-13
1964,20,9,2024-05-17
1668,140,14,2024-01-05
1028,188,10,2024-06-02
1359,14,16,2024-05-28
438,137,18,2024-03-14
1597,30,8,2024-04-09
1149,186,11,2024-02-15
1117,168,7,2024-01-04
1404,110,3,2024-03-25
1325,63,16,2024-01-06
204,34,9,2024-02-13
1347,75,9,2024-04-16
332,110,7,2024-02-11
741,25,10,2024-03-20
1111,178,18,2024-06-12
141,20,5,2024-02-01
1748,1,8,2024-01-17
1595,198,9,2024-02-15
233,196,15,2024-03-27
249,129,18,2024-04-29
1047,32,16,2024-06-20
1259,72,3,2024-04-01
1616,24,12,2024-02-15
795,207,7,2024-05-19
1936,65,1,2024-06-07
1648,204,3,2024-01-17
333,38,11,2024-02-11
1070,209,18,2024-02-19
981,194,12,2024-01-08
697,100,14,2024-01-27
1654,132,13,2024-02-24
344,49,20,2024-06-12
991,199,19,2024-06-27
138,191,8,2024-06-17
1913,200,16,2024-05-22
1579,118,13,2024-03-23
1316,95,7,2024-01-11
75,116,7,2024-01-01
1170,91,1,2024-06-19
1913,96,11,2024-04-16
1536,215,1,2024-03-21
1766,119,3,2024-02-04
1727,25,20,2024-05-13
1150,197,4,2024-05-31
279,122,16,2024-05-21
1130,186,11,2024-01-31
1280,208,2,2024-06-12
650,63,10,2024-05-17
1684,109,10,2024-01-10
1759,28,2,2024-03-17
1362,36,9,2024-04-07
314,72,11,2024-04-15
153,136,12,2024-01-20
1021,79,10,2024-04-14
47,7,10,2024-03-24
379,183,3,2024-02-05
1908,135,20,2024-06-02
1745,26,12,2024-01-30
195,68,11,2024-03-22
1820,32,6,2024-05-27
435,150,3,2024-02-29
101,71,10,2024-05-20
1546,139,3,2024-05-20
1916,148,18,2024-03-17
1857,142,10,2024-01-26
1834,104,2,2024-03-20
1882,108,3,2024-06-17
683,69,2,2024-02-05
141,25,19,2024-01-02
219,123,2,2024-04-30
1658,93,13,2024-05-18
219,68,6,2024-05-31
1925,144,8,2024-01-21
685,44,6,2024-06-15
1881,146,4,2024-06-10
1664,5,16,2024-02-25
1493,182,5,2024-02-13
1512,211,17,2024-03-02
836,2,17,2024-03-10
1182,204,7,2024-05-06
1122,61,2,2024-04-20
433,157,13,2024-02-19
1690,136,10,2024-03-29
279,104,19,2024-04-15
1866,149,10,2024-03-09
511,158,4,2024-06-29
861,66,20,2024-05-07
3,30,13,2024-05-31
392,192,9,2024-06-25
263,148,6,2024-06-13
1189,31,8,2024-02-03
1457,11,8,2024-03-04
1526,12,3,2024-06-24
809,35,7,2024-03-11
1965,29,19,2024-01-01
1335,54,4,2024-06-27
29,106,4,2024-03-28
423,115,5,2024-02-07
1484,166,4,2024-04-04
666,106,13,2024-06-17
1063,175,9,2024-04-23
1359,52,5,2024-02-22
798,91,7,2024-06-19
1758,170,8,2024-05-05
1002,71,14,2024-01-13
517,1,14,2024-04-28
325,16,2,2024-04-27
1074,75,7,2024-04-15
227,74,5,2024-03-13
573,46,14,2024-01-04
970,202,17,2024-01-17
1202,117,12,2024-03-18
1320,58,15,2024-02-21
1410,71,16,2024-04-09
553,42,16,2024-02-26
898,35,1,2024-03-01
1322,125,13,2024-02-26
1943,142,17,2024-06-13
1913,38,4,2024-03-09
1478,95,17,2024-03-06
1413,26,9,2024-06-17
1058,205,10,2024-04-13
42,17,19,2024-01-28
495,73,9,2024-03-03
1552,172,18,2024-06-06
1177,205,17,2024-02-16
1286,128,17,2024-01-01
306,6,11,2024-06-25
1577,142,14,2024-05-25
699,1,16,2024-02-19
384,28,10,2024-04-18
515,179,9,2024-05-30
409,161,13,2024-06-20
1725,155,19,2024-05-24
731,25,13,2024-04-30
1280,51,8,2024-03-24
94,87,12,2024-04-30
1555,62,18,2024-03-26
1010,59,14,2024-05-23
34,177,3,2024-01-27
1158,36,8,2024-04-15
1775,12,7,2024-04-29
845,137,3,2024-01-27
1395,141,15,2024-02-04
453,189,7,2024-02-25
760,25,2,2024-03-06
24,151,14,2024-01-31
575,165,19,2024-04-25
1830,54,3,2024-03-28
1892,61,20,2024-01-31
192,207,9,2024-06-02
1100,192,8,2024-01-12
975,177,9,2024-05-18
343,169,1,2024-05-05
1674,56,14,2024-03-25
205,23,17,2024-05-29
470,148,9,2024-01-01
875,179,12,2024-04-01
1543,116,18,2024-06-27
337,7,4,2024-06-09
1171,6,9,2024-02-19
353,211,6,2024-02-29
1511,12,6,2024-02-20
1695,54,7,2024-02-03
605,118,2,2024-06-18
921,58,20,2024-02-04
65,31,7,2024-04-03
1285,194,10,2024-06-24
885,40,3,2024-02-10
971,97,1,2024-02-13
768,9,18,2024-02-14
1402,108,4,2024-01-22
1566,41,7,2024-01-19
315,107,4,2024-04-21
470,180,6,2024-03-09
1462,134,18,2024-06-22
1088,152,19,2024-03-25
1816,116,6,2024-06-01
1092,170,19,2024-02-25
1954,115,14,2024-02-14
1252,215,15,2024-03-12
647,67,20,2024-02-24
1897,188,1,2024-02-20
832,76,13,2024-05-17
953,24,19,2024-01-30
1632,178,5,2024-01-14
471,189,18,2024-01-29
1148,123,13,2024-06-15
1190,183,5,2024-01-14
1061,47,18,2024-02-29
1637,33,8,2024-01-13
1042,156,18,2024-01-19
495,138,18,2024-01-22
695,135,18,2024-01-24
532,67,11,2024-05-20
279,212,6,2024-01-12
876,126,7,2024-02-05
1645,203,8,2024-06-27
1304,23,17,2024-02-07
1280,114,3,2024-04-18
1477,163,18,2024-01-21
1511,195,11,2024-04-27
338,175,9,2024-03-27
62,9,1,2024-01-07
1588,171,1,2024-01-08
172,83,6,2024-06-12
1200,21,3,2024-06-25
390,124,4,2024-04-22
1605,138,12,2024-01-15
1613,162,20,2024-01-07
1473,39,12,2024-03-21
777,173,4,2024-05-09
1323,75,10,2024-03-07
327,22,18,2024-02-07
1230,172,19,2024-05-18
977,74,16,2024-05-13
1865,197,3,2024-02-08
360,212,10,2024-05-08
1274,202,2,2024-03-21
778,121,2,2024-05-09
891,120,1,2024-01-12
1228,13,1,2024-06-18
536,63,13,2024-03-29
1304,88,3,2024-04-02
1483,133,9,2024-05-15
308,104,13,2024-05-24
252,61,14,2024-02-08
1634,69,17,2024-02-28
659,95,2,2024-04-03
636,211,6,2024-05-27
769,187,2,2024-05-21
1463,11,16,2024-01-14
833,54,8,2024-04-15
1234,158,18,2024-04-27
1266,91,1,2024-06-08
1595,163,17,2024-02-17
258,17,2,2024-03-09
1643,13,4,2024-04-10
518,214,17,2024-02-01
1824,143,17,2024-01-02
536,161,9,2024-06-13
364,141,16,2024-05-07
1804,64,17,2024-02-19
775,184,7,2024-05-15
1327,17,13,2024-03-09
497,40,3,2024-02-06
1427,103,20,2024-06-22
605,186,6,2024-05-13
1171,166,10,2024-04-14
610,41,1,2024-03-03
1802,108,5,2024-04-04
1480,186,17,2024-04-20
439,27,10,2024-03-05
169,119,2,2024-04-09
598,162,13,2024-02-10
727,193,12,2024-03-15
1775,11,6,2024-04-13
1616,59,12,2024-03-28
1114,175,6,2024-03-16
393,187,1,2024-06-20
174,121,13,2024-03-19
843,203,9,2024-03-15
1051,148,17,2024-05-09
1877,6,8,2024-01-28
755,62,18,2024-06-27
1026,133,6,2024-03-11
680,186,5,2024-04-29
1250,213,2,2024-06-21
1410,88,2,2024-03-15
1407,164,2,2024-03-15
490,53,7,2024-02-23
1987,196,12,2024-02-19
1697,135,9,2024-05-30
646,182,4,2024-04-11
1492,57,5,2024-01-27
185,25,20,2024-04-26
1078,120,4,2024-05-19
99,156,7,2024-03-02
1216,24,7,2024-05-06
444,35,13,2024-06-13
662,58,2,2024-04-14
1751,9,3,2024-01-22
1881,193,20,2024-05-09
1018,195,11,2024-04-09
196,119,17,2024-04-14
1596,142,17,2024-01-03
22,48,7,2024-01-07
1661,8,19,2024-01-28
686,200,14,2024-01-29
1126,33,20,2024-05-14
1894,4,8,2024-06-25
773,86,16,2024-06-12
1440,128,9,2024-03-13
1686,153,4,2024-04-16
1878,1,20,2024-06-23
438,101,12,2024-06-05
1623,89,5,2024-01-15
157,80,20,2024-01-19
1656,32,17,2024-06-12
1581,148,10,2024-01-28
1105,75,8,2024-02-29
814,136,16,2024-03-28
1717,7,19,2024-02-05
1550,105,7,2024-02-13
1670,186,6,2024-02-25
1243,155,17,2024-02-07
151,62,15,2024-03-11
687,87,14,2024-01-20
189,66,2,2024-06-27
1528,188,10,2024-02-03
1065,138,14,2024-01-11
1699,94,1,2024-03-27
487,127,13,2024-04-19
892,203,2,2024-05-12
1421,25,4,2024-02-02
874,200,1,2024-01-11
1934,50,2,2024-05-13
1813,53,12,2024-04-09
815,156,3,2024-01-07
792,40,15,2024-01-19
657,191,7,2024-01-26
1952,45,7,2024-03-06
1839,88,12,2024-01-14
1675,111,17,2024-05-20
376,112,19,2024-01-28
995,161,16,2024-04-18
1563,144,5,2024-06-08
432,135,9,2024-03-15
1536,11,4,2024-03-02
623,142,1,2024-05-15
917,200,7,2024-03-28
612,61,16,2024-06-19
1870,141,17,2024-02-04
835,12,7,2024-02-29
1322,96,20,2024-02-01
110,27,12,2024-04-25
1416,178,1,2024-06-04
1684,13,17,2024-04-04
1157,149,3,2024-03-15
586,147,6,2024-01-05
1464,116,9,2024-05-29
1654,43,13,2024-06-02
1447,147,20,2024-06-09
862,197,20,2024-05-26
1655,97,10,2024-05-21
1315,155,20,2024-06-22
1390,195,15,2024-01-23
1821,134,10,2024-02-07
1097,201,12,2024-05-28
787,164,19,2024-03-04
301,85,19,2024-01-27
603,6,17,2024-03-20
1167,159,7,2024-02-14
1824,49,4,2024-02-17
1719,200,8,2024-03-16
1599,37,14,2024-04-13
1155,144,2,2024-04-14
1275,180,1,2024-05-22
969,40,13,2024-06-12
242,118,14,2024-01-08
1315,114,6,2024-02-25
634,144,8,2024-05-13
1243,57,11,2024-06-20
1357,155,12,2024-06-15
500,134,5,2024-06-17
1838,144,1,2024-03-13
1696,1,12,2024-04-14
1818,170,4,2024-02-06
1848,178,19,2024-06-05
890,88,1,2024-05-20
1648,201,5,2024-04-13
1210,196,12,2024-05-19
1386,38,14,2024-06-18
545,24,18,2024-04-07
1174,97,12,2024-04-14
1291,19,7,2024-01-04
1151,124,14,2024-01-26
1377,213,5,2024-02-18
1654,136,11,2024-05-26
690,193,4,2024-03-05
1728,50,9,2024-04-12
1109,39,8,2024-05-30
1631,198,10,2024-05-10
557,161,2,2024-01-08
1706,43,16,2024-02-27
3,2,17,2024-04-21
1230,101,13,2024-01-17
113,30,13,2024-05-08
414,20,3,2024-06-20
396,209,20,2024-03-26
1687,211,1,2024-01-13
1937,17,13,2024-05-15
115,157,9,2024-01-21
601,162,20,2024-01-19
1757,189,11,2024-01-14
929,105,6,2024-06-10
1069,51,19,2024-04-23
1315,106,5,2024-01-13
1495,95,8,2024-06-12
574,70,1,2024-05-06
903,114,20,2024-03-13
801,42,2,2024-04-24
1814,36,13,2024-04-15
1376,34,20,2024-02-05
706,5,18,2024-01-24
1528,126,16,2024-04-08
1891,13,6,2024-05-24
1433,155,3,2024-03-08
47,102,17,2024-06-21
1093,68,3,2024-02-19
407,52,15,2024-02-29
183,34,11,2024-04-01
1465,44,7,2024-03-29
1876,103,4,2024-04-29
1116,21,15,2024-01-03
420,43,4,2024-01-21
1235,42,1,2024-04-07
231,57,14,2024-03-01
1690,132,11,2024-02-03
958,127,18,2024-05-26
2000,89,13,2024-02-01
390,56,15,2024-01-20
1826,171,18,2024-03-16
629,68,19,2024-01-13
1487,44,19,2024-03-23
98,37,13,2024-03-16
1046,12,4,2024-04-20
565,73,2,2024-03-01
926,53,9,2024-01-27
816,121,18,2024-01-28
1900,37,15,2024-05-07
1367,132,6,2024-02-17
154,4,6,2024-06-12
189,126,19,2024-05-17
1695,47,4,2024-06-09
397,67,17,2024-04-17
352,147,18,2024-03-28
1505,213,16,2024-06-24
1243,113,8,2024-04-19
1775,212,8,2024-05-18
498,30,17,2024-02-15
1114,175,11,2024-04-14
60,87,8,2024-05-26
1537,116,1,2024-05-06
1609,180,19,2024-05-19
1473,163,14,2024-04-13
1395,31,15,2024-05-02
1434,16,13,2024-05-07
484,104,17,2024-02-07
1762,203,1,2024-04-03
1566,1,13,2024-05-18
295,22,6,2024-02-16
459,162,12,2024-03-24
1381,41,3,2024-04-10
1391,169,12,2024-01-04
1592,86,18,2024-04-24
1920,27,9,2024-04-13
1167,39,3,2024-05-13
1334,198,6,2024-01-19
1169,36,11,2024-05-25
815,117,20,2024-01-11
1142,152,18,2024-06-23
550,61,14,2024-06-08
1248,139,10,2024-05-19
1778,5,6,2024-02-02
1828,10,11,2024-01-09
1949,155,8,2024-06-18
1724,139,14,2024-06-02
1468,178,9,2024-05-09
1985,75,5,2024-03-17
1808,156,11,2024-06-05
1049,142,3,2024-06-14
173,73,12,2024-04-25
1283,140,17,2024-04-27
1972,208,2,2024-06-26
1342,113,3,2024-04-01
1892,46,8,2024-05-19
823,115,13,2024-05-02
402,139,6,2024-01-07
1913,158,15,2024-03-11
780,200,3,2024-06-06
131,185,15,2024-05-06
1251,137,16,2024-04-08
1110,39,20,2024-05-27
1875,112,17,2024-05-07
